StartFrame,EndFrame,Verb,Verb_class,Noun,Noun_class,ActionLabel,ActionName
13921,13949,,31,cabinet,6,24,Move Around Bacon
13921,13949,,31,cabinet,6,24,Move Around Bacon
14048,14083,Close,8,eating_utensil,3,7,Open Cabinet
14048,14083,Close,8,eating_utensil,3,7,Open Cabinet
14048,14083,Close,8,eating_utensil,3,7,Open Cabinet
14091,14147,,25,fridge,2,7,Open Cabinet
14091,14147,,25,fridge,2,7,Open Cabinet
14091,14147,,25,fridge,2,7,Open Cabinet
14567,14635,,25,fridge,2,7,Open Cabinet
14567,14635,,25,fridge,2,7,Open Cabinet
14567,14635,,25,fridge,2,7,Open Cabinet
15012,15028,,35,cabinet,6,22,Put Cooking Utensil
15012,15028,,35,cabinet,6,22,Put Cooking Utensil
15012,15028,,35,cabinet,6,22,Put Cooking Utensil
15025,15054,,90,bell_pepper,17,50,Move Around Pan
15025,15054,,90,bell_pepper,17,50,Move Around Pan
15025,15054,,90,bell_pepper,17,50,Move Around Pan
15048,15085,,90,bell_pepper,17,50,Move Around Pan
15048,15085,,90,bell_pepper,17,50,Move Around Pan
15048,15085,,90,bell_pepper,17,50,Move Around Pan
