StartFrame,EndFrame,Verb,Verb_class,Noun,Noun_class,ActionLabel,ActionName
7254,7284,Put,6,cabinet,6,3,Take Eating Utensil
7254,7284,Put,6,cabinet,6,3,Take Eating Utensil
7329,7352,,35,cabinet,6,22,Put Cooking Utensil
7329,7352,,35,cabinet,6,22,Put Cooking Utensil
7329,7352,,35,cabinet,6,22,Put Cooking Utensil
7403,7451,Mix,15,mixture,38,3,Take Eating Utensil
7403,7451,Mix,15,mixture,38,3,Take Eating Utensil
7403,7451,Mix,15,mixture,38,3,Take Eating Utensil
7431,7637,,86,trash,15,48,Take Tomato
7431,7637,,86,trash,15,48,Take Tomato
7431,7637,,86,trash,15,48,Take Tomato
7815,7905,,25,fridge,2,7,Open Cabinet
7815,7905,,25,fridge,2,7,Open Cabinet
7815,7905,,25,fridge,2,7,Open Cabinet
7896,7926,Take,3,eating_utensil,3,3,Take Eating Utensil
7896,7926,Take,3,eating_utensil,3,3,Take Eating Utensil
7896,7926,Take,3,eating_utensil,3,3,Take Eating Utensil
7980,8272,,21,bread,22,3,Take Eating Utensil
7980,8272,,21,bread,22,3,Take Eating Utensil
7980,8272,,21,bread,22,3,Take Eating Utensil
8384,8980,,21,bread,22,3,Take Eating Utensil
8384,8980,,21,bread,22,3,Take Eating Utensil
8384,8980,,21,bread,22,3,Take Eating Utensil
8956,9000,,35,cabinet,6,22,Put Cooking Utensil
8956,9000,,35,cabinet,6,22,Put Cooking Utensil
8956,9000,,35,cabinet,6,22,Put Cooking Utensil
9118,9172,,90,bell_pepper,17,50,Move Around Pan
9118,9172,,90,bell_pepper,17,50,Move Around Pan
9118,9172,,90,bell_pepper,17,50,Move Around Pan
9285,9476,,86,trash,15,48,Take Tomato
9285,9476,,86,trash,15,48,Take Tomato
9285,9476,,86,trash,15,48,Take Tomato
9550,9622,Wash,10,condiment_container,7,9,Cut Cucumber
9550,9622,Wash,10,condiment_container,7,9,Cut Cucumber
9550,9622,Wash,10,condiment_container,7,9,Cut Cucumber
9679,9717,Open,2,fridge,2,2,Open Fridge
9679,9717,Open,2,fridge,2,2,Open Fridge
9679,9717,Open,2,fridge,2,2,Open Fridge
9869,9953,Operate,7,fridge,2,6,Put Eating Utensil
9869,9953,Operate,7,fridge,2,6,Put Eating Utensil
9869,9953,Operate,7,fridge,2,6,Put Eating Utensil
9944,9994,,42,eating_utensil,3,30,Take Cooking Utensil
9944,9994,,42,eating_utensil,3,30,Take Cooking Utensil
9944,9994,,42,eating_utensil,3,30,Take Cooking Utensil
10405,10497,,37,cucumber,8,7,Open Cabinet
10405,10497,,37,cucumber,8,7,Open Cabinet
10405,10497,,37,cucumber,8,7,Open Cabinet
10408,10440,,37,cucumber,8,7,Open Cabinet
10408,10440,,37,cucumber,8,7,Open Cabinet
10408,10440,,37,cucumber,8,7,Open Cabinet
10553,10612,Open,2,fridge,2,2,Open Fridge
10553,10612,Open,2,fridge,2,2,Open Fridge
10553,10612,Open,2,fridge,2,2,Open Fridge
10668,10708,,91,cabinet,6,36,Take Bread
10668,10708,,91,cabinet,6,36,Take Bread
10668,10708,,91,cabinet,6,36,Take Bread
10687,10735,Divide/Pull Apart,13,cabinet,6,7,Open Cabinet
10687,10735,Divide/Pull Apart,13,cabinet,6,7,Open Cabinet
10687,10735,Divide/Pull Apart,13,cabinet,6,7,Open Cabinet
10830,10861,,83,eating_utensil,3,46,Clean/Wipe Counter
10830,10861,,83,eating_utensil,3,46,Clean/Wipe Counter
10830,10861,,83,eating_utensil,3,46,Clean/Wipe Counter
10960,11070,,52,cabinet,6,32,Move Around Patty
10960,11070,,52,cabinet,6,32,Move Around Patty
10960,11070,,52,cabinet,6,32,Move Around Patty
11396,11425,,30,eating_utensil,3,18,Put Bowl
11396,11425,,30,eating_utensil,3,18,Put Bowl
11396,11425,,30,eating_utensil,3,18,Put Bowl
11409,11576,Mix,15,mixture,38,3,Take Eating Utensil
11409,11576,Mix,15,mixture,38,3,Take Eating Utensil
11409,11576,Mix,15,mixture,38,3,Take Eating Utensil
11624,11661,,22,cabinet,6,18,Put Bowl
11624,11661,,22,cabinet,6,18,Put Bowl
11624,11661,,22,cabinet,6,18,Put Bowl
12010,12057,,38,fridge,2,27,"Spread Condiment,Bread,Eating Utensil"
12010,12057,,38,fridge,2,27,"Spread Condiment,Bread,Eating Utensil"
12010,12057,,38,fridge,2,27,"Spread Condiment,Bread,Eating Utensil"
12087,12130,,78,cucumber,8,12,Cut Carrot
12087,12130,,78,cucumber,8,12,Cut Carrot
12087,12130,,78,cucumber,8,12,Cut Carrot
13058,13093,Put,6,cabinet,6,3,Take Eating Utensil
13058,13093,Put,6,cabinet,6,3,Take Eating Utensil
13058,13093,Put,6,cabinet,6,3,Take Eating Utensil
13154,13184,,30,eating_utensil,3,18,Put Bowl
13154,13184,,30,eating_utensil,3,18,Put Bowl
13154,13184,,30,eating_utensil,3,18,Put Bowl
14324,14412,,86,trash,15,48,Take Tomato
14324,14412,,86,trash,15,48,Take Tomato
14324,14412,,86,trash,15,48,Take Tomato
17085,17135,,70,stove,9,3,Take Eating Utensil
17085,17135,,70,stove,9,3,Take Eating Utensil
17085,17135,,70,stove,9,3,Take Eating Utensil
17140,17180,Put,6,cabinet,6,3,Take Eating Utensil
17140,17180,Put,6,cabinet,6,3,Take Eating Utensil
17140,17180,Put,6,cabinet,6,3,Take Eating Utensil
17178,18060,,86,trash,15,48,Take Tomato
17178,18060,,86,trash,15,48,Take Tomato
17178,18060,,86,trash,15,48,Take Tomato
17215,17251,,30,eating_utensil,3,18,Put Bowl
17215,17251,,30,eating_utensil,3,18,Put Bowl
17215,17251,,30,eating_utensil,3,18,Put Bowl
17986,18002,,49,eating_utensil,3,23,Take Paper Towel
17986,18002,,49,eating_utensil,3,23,Take Paper Towel
17986,18002,,49,eating_utensil,3,23,Take Paper Towel
19188,19288,,29,cabinet,6,23,Take Paper Towel
19188,19288,,29,cabinet,6,23,Take Paper Towel
19188,19288,,29,cabinet,6,23,Take Paper Towel
19549,19569,,24,stove,9,20,Put Plate
19549,19569,,24,stove,9,20,Put Plate
19549,19569,,24,stove,9,20,Put Plate
19563,19604,,24,stove,9,20,Put Plate
19563,19604,,24,stove,9,20,Put Plate
19563,19604,,24,stove,9,20,Put Plate
20033,20073,,30,eating_utensil,3,18,Put Bowl
20033,20073,,30,eating_utensil,3,18,Put Bowl
20033,20073,,30,eating_utensil,3,18,Put Bowl
20080,20122,,22,cabinet,6,18,Put Bowl
20080,20122,,22,cabinet,6,18,Put Bowl
20080,20122,,22,cabinet,6,18,Put Bowl
20147,20182,Put,6,cabinet,6,3,Take Eating Utensil
20147,20182,Put,6,cabinet,6,3,Take Eating Utensil
20147,20182,Put,6,cabinet,6,3,Take Eating Utensil
20224,21525,,24,stove,9,20,Put Plate
20224,21525,,24,stove,9,20,Put Plate
20224,21525,,24,stove,9,20,Put Plate
20282,20336,,24,stove,9,20,Put Plate
20282,20336,,24,stove,9,20,Put Plate
20282,20336,,24,stove,9,20,Put Plate
21419,21445,,22,cabinet,6,18,Put Bowl
21419,21445,,22,cabinet,6,18,Put Bowl
21419,21445,,22,cabinet,6,18,Put Bowl
21598,21641,,30,eating_utensil,3,18,Put Bowl
21598,21641,,30,eating_utensil,3,18,Put Bowl
21598,21641,,30,eating_utensil,3,18,Put Bowl
21649,21770,,24,stove,9,20,Put Plate
21649,21770,,24,stove,9,20,Put Plate
21649,21770,,24,stove,9,20,Put Plate
21750,21865,,24,stove,9,20,Put Plate
21750,21865,,24,stove,9,20,Put Plate
21750,21865,,24,stove,9,20,Put Plate
21846,21969,,24,stove,9,20,Put Plate
21846,21969,,24,stove,9,20,Put Plate
21846,21969,,24,stove,9,20,Put Plate
21961,21996,,24,stove,9,20,Put Plate
21961,21996,,24,stove,9,20,Put Plate
21961,21996,,24,stove,9,20,Put Plate
21982,22137,,24,stove,9,20,Put Plate
21982,22137,,24,stove,9,20,Put Plate
21982,22137,,24,stove,9,20,Put Plate
22110,22295,,24,stove,9,20,Put Plate
22110,22295,,24,stove,9,20,Put Plate
22110,22295,,24,stove,9,20,Put Plate
22265,22901,,24,stove,9,20,Put Plate
22265,22901,,24,stove,9,20,Put Plate
22265,22901,,24,stove,9,20,Put Plate
22864,24336,,24,stove,9,20,Put Plate
22864,24336,,24,stove,9,20,Put Plate
22864,24336,,24,stove,9,20,Put Plate
24205,24296,Wash,10,condiment_container,7,9,Cut Cucumber
24205,24296,Wash,10,condiment_container,7,9,Cut Cucumber
24205,24296,Wash,10,condiment_container,7,9,Cut Cucumber
24244,24919,,24,stove,9,20,Put Plate
24244,24919,,24,stove,9,20,Put Plate
24244,24919,,24,stove,9,20,Put Plate
24866,24908,,22,cabinet,6,18,Put Bowl
24866,24908,,22,cabinet,6,18,Put Bowl
24866,24908,,22,cabinet,6,18,Put Bowl
